,Home,Away,HW,D,AW,outcome,B365H,B365D,B365A,predicted_outcome,predicted_percent,payouts,total_payouts
63,27,44,0.7378814154831709,0.1788327793744406,0.09713201761297514,1,1.32,5.0,9.5,0,0.7378814154831709,-50.0,845.0
64,26,27,0.560832370293583,0.21749961703064588,0.237150030534357,0,1.38,4.75,8.0,0,0.560832370293583,69.0,864.0
65,27,43,0.500275447943024,0.23398418669720167,0.28310394552000356,0,2.15,3.4,3.3,0,0.500275447943024,107.5,921.5
66,27,24,0.544342286568893,0.2305650986402019,0.2422609429107129,1,1.5,4.33,6.5,0,0.544342286568893,-50.0,871.5
67,18,27,0.20841983880494944,0.22749998287073603,0.5811844566467306,0,4.5,3.6,1.78,2,0.5811844566467306,-50.0,821.5
68,27,30,0.6946719909669452,0.19240330946910025,0.12732867643230383,0,1.24,5.8,12.0,0,0.6946719909669452,62.0,833.5
69,25,27,0.6946538620634437,0.1750130307803641,0.13922500569749,0,1.38,5.0,7.5,0,0.6946538620634437,69.0,852.5
70,0,27,0.488921004547126,0.2386403628342744,0.2902251969510229,0,2.05,3.5,3.5,0,0.488921004547126,102.49999999999999,905.0
71,27,14,0.26641432638139406,0.22168126429793686,0.5277560745605834,1,3.1,3.5,2.2,2,0.5277560745605834,-50.0,855.0
72,10,27,0.3436997115518281,0.2557185207504156,0.41945182280272497,0,2.75,3.4,2.5,2,0.41945182280272497,-50.0,805.0
73,16,27,0.41840462096530634,0.25492468843963045,0.3455060470355113,0,3.0,3.5,2.25,0,0.41840462096530634,150.0,905.0
74,24,49,0.48749899872642255,0.27050992523349704,0.26128256114115495,0,1.7,3.6,5.25,0,0.48749899872642255,85.0,940.0
75,46,24,0.5569641121278824,0.22041139120160225,0.23855356585207713,0,2.6,3.3,2.7,0,0.5569641121278824,130.0,1020.0
76,30,24,0.24603554821087753,0.23826077192780726,0.5335422437028771,2,4.2,3.4,1.88,2,0.5335422437028771,94.0,1064.0
77,24,26,0.13165420783750154,0.17412325623246958,0.7036536457064148,2,5.8,4.2,1.55,2,0.7036536457064148,77.5,1091.5
78,10,24,0.4384294642972763,0.2605837341910179,0.32003557489772105,0,2.62,3.2,2.7,0,0.4384294642972763,131.0,1172.5
79,24,11,0.49767481592171836,0.2484899237677826,0.27231278152305977,1,1.57,3.9,6.0,0,0.49767481592171836,-50.0,1122.5
80,16,24,0.38733758026683685,0.25989156192751645,0.3718189167437823,1,3.0,3.3,2.35,0,0.38733758026683685,-50.0,1072.5
81,24,0,0.3914605417864909,0.2427307106050057,0.38391817985593785,2,2.45,3.3,2.87,0,0.3914605417864909,-50.0,1022.5
82,23,24,0.3618773605095529,0.2516535513487602,0.4051503462617344,1,2.7,3.5,2.45,2,0.4051503462617344,-50.0,972.5
83,24,14,0.22131533101438425,0.21796477287167565,0.5765023874665423,2,4.6,3.6,1.78,2,0.5765023874665423,89.0,1011.5
84,24,44,0.510056509067881,0.2392019909006651,0.26860356124027956,0,1.62,4.0,5.25,0,0.510056509067881,81.0,1042.5
85,38,24,0.34930941145612543,0.2498474414616133,0.41942163335155047,1,2.38,3.3,3.0,2,0.41942163335155047,-50.0,992.5
86,1,24,0.3686531476525556,0.24891354980174532,0.40096306485272376,0,2.35,3.4,2.9,2,0.40096306485272376,-50.0,942.5
87,24,29,0.5047634166763796,0.2486164656901629,0.2651063075554164,0,1.72,3.9,4.4,0,0.5047634166763796,86.0,978.5
88,26,24,0.7580246852060137,0.15225235105767917,0.09585911183500805,0,1.18,7.0,15.0,0,0.7580246852060137,59.0,987.5
89,24,25,0.17225403933496947,0.1875118169033584,0.6506135513684631,0,8.0,5.25,1.35,2,0.6506135513684631,-50.0,937.5
90,24,43,0.32261597700588107,0.2360786822422584,0.4588260524825713,2,3.0,3.3,2.35,2,0.4588260524825713,117.5,1005.0
91,24,10,0.4057791459878822,0.24646335360681842,0.3661335004001238,1,2.5,3.25,2.8,0,0.4057791459878822,-50.0,955.0
